
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.22478e+08,,Surface,6,Image 1,1,0,
5.98988e+07,,Surface,6,Image 1,1,1,
1.60576e+08,,Surface,6,Image 1,1,2,
7.4407e+07,,Surface,6,Image 1,1,3,
2.20617e+08,,Surface,6,Image 1,1,4,
7.37936e+07,,Surface,6,Image 1,1,5,
2.48889e+07,,Surface,6,Image 1,1,6,
5.5815e+07,,Surface,6,Image 1,1,7,
3.22384e+07,,Surface,6,Image 1,1,8,
8.93219e+08,,Surface,6,Image 1,1,9,
9.14316e+07,,Surface,6,Image 1,1,10,
2.57101e+07,,Surface,6,Image 1,1,11,
2.7877e+08,,Surface,6,Image 1,1,12,
5.30765e+08,,Surface,6,Image 1,1,13,
3.48556e+07,,Surface,6,Image 1,1,14,
4.15696e+07,,Surface,6,Image 1,1,15,
5.04644e+07,,Surface,6,Image 1,1,16,
9.5606e+08,,Surface,6,Image 1,1,17,
8.56015e+07,,Surface,6,Image 1,1,18,
