
Intensity Median Ch=7 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
6.176,,Surface,7,Image 1,1,0,
5.306,,Surface,7,Image 1,1,1,
13.736,,Surface,7,Image 1,1,2,
4.876,,Surface,7,Image 1,1,3,
1.9735,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
3.2245,,Surface,7,Image 1,1,6,
0,,Surface,7,Image 1,1,7,
6.434,,Surface,7,Image 1,1,8,
32.6533,,Surface,7,Image 1,1,9,
2.773,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
6.346,,Surface,7,Image 1,1,12,
4.153,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
5.517,,Surface,7,Image 1,1,15,
3.399,,Surface,7,Image 1,1,16,
14.9729,,Surface,7,Image 1,1,17,
0,,Surface,7,Image 1,1,18,
