
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.492363,,Surface,1,0,
0.583326,,Surface,1,1,
0.275613,,Surface,1,2,
0.519162,,Surface,1,3,
0.405297,,Surface,1,4,
0.438669,,Surface,1,5,
0.477702,,Surface,1,6,
0.447183,,Surface,1,7,
0.274385,,Surface,1,8,
0.280598,,Surface,1,9,
0.365719,,Surface,1,10,
0.650745,,Surface,1,11,
0.397715,,Surface,1,12,
0.32864,,Surface,1,13,
0.50399,,Surface,1,14,
0.521314,,Surface,1,15,
0.359812,,Surface,1,16,
0.368359,,Surface,1,17,
0.66676,,Surface,1,18,
