
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
453.677,um,Surface,Distance from Origin,1,0,
397.949,um,Surface,Distance from Origin,1,1,
369.405,um,Surface,Distance from Origin,1,2,
341.991,um,Surface,Distance from Origin,1,3,
341.297,um,Surface,Distance from Origin,1,4,
301.063,um,Surface,Distance from Origin,1,5,
323.064,um,Surface,Distance from Origin,1,6,
258.435,um,Surface,Distance from Origin,1,7,
300.213,um,Surface,Distance from Origin,1,8,
262.173,um,Surface,Distance from Origin,1,9,
286.434,um,Surface,Distance from Origin,1,10,
192.395,um,Surface,Distance from Origin,1,11,
214.252,um,Surface,Distance from Origin,1,12,
237.457,um,Surface,Distance from Origin,1,13,
191.523,um,Surface,Distance from Origin,1,14,
147.662,um,Surface,Distance from Origin,1,15,
146.208,um,Surface,Distance from Origin,1,16,
166.943,um,Surface,Distance from Origin,1,17,
60.3021,um,Surface,Distance from Origin,1,18,
