
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.45507e+06,,Surface,7,Image 1,1,0,
1.62329e+06,,Surface,7,Image 1,1,1,
3.3875e+07,,Surface,7,Image 1,1,2,
1.36736e+06,,Surface,7,Image 1,1,3,
1.79835e+06,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
608104,,Surface,7,Image 1,1,6,
0,,Surface,7,Image 1,1,7,
130436,,Surface,7,Image 1,1,8,
1.75537e+08,,Surface,7,Image 1,1,9,
37532,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
4.97798e+06,,Surface,7,Image 1,1,12,
2.21891e+07,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
1.33966e+06,,Surface,7,Image 1,1,15,
4.07229e+06,,Surface,7,Image 1,1,16,
1.26193e+08,,Surface,7,Image 1,1,17,
0,,Surface,7,Image 1,1,18,
