
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
220.784,,Surface,7,Image 1,1,0,
353.238,,Surface,7,Image 1,1,1,
1359.84,,Surface,7,Image 1,1,2,
291.15,,Surface,7,Image 1,1,3,
165.134,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
263.089,,Surface,7,Image 1,1,6,
0,,Surface,7,Image 1,1,7,
89.4681,,Surface,7,Image 1,1,8,
1302.18,,Surface,7,Image 1,1,9,
36.3509,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
240.807,,Surface,7,Image 1,1,12,
346.998,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
435.631,,Surface,7,Image 1,1,15,
492.739,,Surface,7,Image 1,1,16,
961.664,,Surface,7,Image 1,1,17,
0,,Surface,7,Image 1,1,18,
