
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
5.9696,um,Surface,Image 1,1,0,
18.9936,um,Surface,Image 1,1,1,
50.413,um,Surface,Image 1,1,2,
55.0137,um,Surface,Image 1,1,3,
64.2848,um,Surface,Image 1,1,4,
76.9587,um,Surface,Image 1,1,5,
25.8361,um,Surface,Image 1,1,6,
82.9257,um,Surface,Image 1,1,7,
0,um,Surface,Image 1,1,8,
91.2776,um,Surface,Image 1,1,9,
0,um,Surface,Image 1,1,10,
42.7094,um,Surface,Image 1,1,11,
20.7271,um,Surface,Image 1,1,12,
0,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
23.7944,um,Surface,Image 1,1,15,
45.7328,um,Surface,Image 1,1,16,
63.5807,um,Surface,Image 1,1,17,
0,um,Surface,Image 1,1,18,
