
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
647.926,,Surface,6,Image 1,1,0,
712.307,,Surface,6,Image 1,1,1,
1294.76,,Surface,6,Image 1,1,2,
696.472,,Surface,6,Image 1,1,3,
741.497,,Surface,6,Image 1,1,4,
713.579,,Surface,6,Image 1,1,5,
641.068,,Surface,6,Image 1,1,6,
827.792,,Surface,6,Image 1,1,7,
613.31,,Surface,6,Image 1,1,8,
1003.42,,Surface,6,Image 1,1,9,
687.706,,Surface,6,Image 1,1,10,
632.981,,Surface,6,Image 1,1,11,
704.019,,Surface,6,Image 1,1,12,
661.152,,Surface,6,Image 1,1,13,
667.548,,Surface,6,Image 1,1,14,
783.818,,Surface,6,Image 1,1,15,
844.036,,Surface,6,Image 1,1,16,
857.552,,Surface,6,Image 1,1,17,
627.073,,Surface,6,Image 1,1,18,
