
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1630,,Surface,4,Image 1,1,0,
1652,,Surface,4,Image 1,1,1,
1041,,Surface,4,Image 1,1,2,
1277,,Surface,4,Image 1,1,3,
1270,,Surface,4,Image 1,1,4,
1596,,Surface,4,Image 1,1,5,
1815,,Surface,4,Image 1,1,6,
1954,,Surface,4,Image 1,1,7,
1260,,Surface,4,Image 1,1,8,
1092,,Surface,4,Image 1,1,9,
1434,,Surface,4,Image 1,1,10,
1503,,Surface,4,Image 1,1,11,
1078,,Surface,4,Image 1,1,12,
1276,,Surface,4,Image 1,1,13,
1708,,Surface,4,Image 1,1,14,
1404,,Surface,4,Image 1,1,15,
1293,,Surface,4,Image 1,1,16,
1473,,Surface,4,Image 1,1,17,
1576,,Surface,4,Image 1,1,18,
