
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3525.34,,Surface,1,Image 1,1,0,
2822.47,,Surface,1,Image 1,1,1,
2843.65,,Surface,1,Image 1,1,2,
3232.56,,Surface,1,Image 1,1,3,
3441.53,,Surface,1,Image 1,1,4,
3743.32,,Surface,1,Image 1,1,5,
2499.75,,Surface,1,Image 1,1,6,
3195.75,,Surface,1,Image 1,1,7,
2507.69,,Surface,1,Image 1,1,8,
3518.62,,Surface,1,Image 1,1,9,
2486.43,,Surface,1,Image 1,1,10,
2091.76,,Surface,1,Image 1,1,11,
3283.29,,Surface,1,Image 1,1,12,
2708.9,,Surface,1,Image 1,1,13,
3052.65,,Surface,1,Image 1,1,14,
3272.02,,Surface,1,Image 1,1,15,
2913.79,,Surface,1,Image 1,1,16,
3728.1,,Surface,1,Image 1,1,17,
2124.67,,Surface,1,Image 1,1,18,
