
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
474.101,um,Surface,Distance from Origin,1,0,
413.31,um,Surface,Distance from Origin,1,1,
404.131,um,Surface,Distance from Origin,1,2,
384.681,um,Surface,Distance from Origin,1,3,
335.585,um,Surface,Distance from Origin,1,4,
371.24,um,Surface,Distance from Origin,1,5,
335.407,um,Surface,Distance from Origin,1,6,
314.018,um,Surface,Distance from Origin,1,7,
273.165,um,Surface,Distance from Origin,1,8,
198.382,um,Surface,Distance from Origin,1,9,
199.373,um,Surface,Distance from Origin,1,10,
121.743,um,Surface,Distance from Origin,1,11,
