
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
346.682,323.234,10.1298,um,Surface,Position,1,0,
272.663,310.384,11.9082,um,Surface,Position,1,1,
215.238,341.433,20.4316,um,Surface,Position,1,2,
288.948,253.68,11.6139,um,Surface,Position,1,3,
206.118,264.666,9.19748,um,Surface,Position,1,4,
155.956,336.673,12.1615,um,Surface,Position,1,5,
127.831,309.897,11.0054,um,Surface,Position,1,6,
184.633,253.303,18.8549,um,Surface,Position,1,7,
54.9526,267.226,13.7651,um,Surface,Position,1,8,
76.4267,182.108,18.7339,um,Surface,Position,1,9,
12.1572,198.311,16.5712,um,Surface,Position,1,10,
90.2471,80.2322,15.4792,um,Surface,Position,1,11,
