
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
311.033,87.489,18.9944,um,Surface,Position,1,0,
285.507,298.704,20.8599,um,Surface,Position,1,1,
327.374,226.401,18.4122,um,Surface,Position,1,2,
222.938,318.381,20.1297,um,Surface,Position,1,3,
320.679,164.626,16.0972,um,Surface,Position,1,4,
182.451,301.237,26.2175,um,Surface,Position,1,5,
249.576,210.915,19.3967,um,Surface,Position,1,6,
181.54,239.556,17.7856,um,Surface,Position,1,7,
144.312,256.973,18.0708,um,Surface,Position,1,8,
95.232,287.059,17.8999,um,Surface,Position,1,9,
282.884,136.589,24.9288,um,Surface,Position,1,10,
6.76779,325.245,18.2823,um,Surface,Position,1,11,
200.939,96.3384,19.3707,um,Surface,Position,1,12,
191.19,156.211,22.8565,um,Surface,Position,1,13,
72.4933,120.694,21.1057,um,Surface,Position,1,14,
132.66,18.1194,23.5046,um,Surface,Position,1,15,
