
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Surface,2,Image 1,1,0,
35,,Surface,2,Image 1,1,1,
6,,Surface,2,Image 1,1,2,
15,,Surface,2,Image 1,1,3,
48,,Surface,2,Image 1,1,4,
0,,Surface,2,Image 1,1,5,
42,,Surface,2,Image 1,1,6,
50,,Surface,2,Image 1,1,7,
43,,Surface,2,Image 1,1,8,
57,,Surface,2,Image 1,1,9,
0,,Surface,2,Image 1,1,10,
55,,Surface,2,Image 1,1,11,
45,,Surface,2,Image 1,1,12,
3,,Surface,2,Image 1,1,13,
10,,Surface,2,Image 1,1,14,
16,,Surface,2,Image 1,1,15,
