
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
42.8515,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
17.3379,um,Surface,Image 1,1,4,
24.6953,um,Surface,Image 1,1,5,
75.1484,um,Surface,Image 1,1,6,
99.3242,um,Surface,Image 1,1,7,
76.9008,um,Surface,Image 1,1,8,
53.5473,um,Surface,Image 1,1,9,
33.4678,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
81.5782,um,Surface,Image 1,1,12,
109.254,um,Surface,Image 1,1,13,
22.7748,um,Surface,Image 1,1,14,
5.4308,um,Surface,Image 1,1,15,
