
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1466.36,,Surface,3,Image 1,1,0,
3540.58,,Surface,3,Image 1,1,1,
3075.06,,Surface,3,Image 1,1,2,
2123.25,,Surface,3,Image 1,1,3,
2726.65,,Surface,3,Image 1,1,4,
2664.2,,Surface,3,Image 1,1,5,
2261.46,,Surface,3,Image 1,1,6,
2481.89,,Surface,3,Image 1,1,7,
1718.66,,Surface,3,Image 1,1,8,
3349.28,,Surface,3,Image 1,1,9,
2231.89,,Surface,3,Image 1,1,10,
4176.52,,Surface,3,Image 1,1,11,
2464.87,,Surface,3,Image 1,1,12,
2780.65,,Surface,3,Image 1,1,13,
2896.51,,Surface,3,Image 1,1,14,
2273.66,,Surface,3,Image 1,1,15,
