
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1662.98,,Surface,1,Image 1,1,0,
1225.88,,Surface,1,Image 1,1,1,
3061.65,,Surface,1,Image 1,1,2,
2997.77,,Surface,1,Image 1,1,3,
3026.79,,Surface,1,Image 1,1,4,
2653.15,,Surface,1,Image 1,1,5,
2122.29,,Surface,1,Image 1,1,6,
2219.44,,Surface,1,Image 1,1,7,
2786.91,,Surface,1,Image 1,1,8,
2045.34,,Surface,1,Image 1,1,9,
2767.69,,Surface,1,Image 1,1,10,
1224.66,,Surface,1,Image 1,1,11,
1507.12,,Surface,1,Image 1,1,12,
3009.98,,Surface,1,Image 1,1,13,
2982.24,,Surface,1,Image 1,1,14,
2388.48,,Surface,1,Image 1,1,15,
