
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
323.661,um,Surface,Distance from Origin,1,0,
413.732,um,Surface,Distance from Origin,1,1,
398.46,um,Surface,Distance from Origin,1,2,
389.196,um,Surface,Distance from Origin,1,3,
360.827,um,Surface,Distance from Origin,1,4,
353.156,um,Surface,Distance from Origin,1,5,
327.337,um,Surface,Distance from Origin,1,6,
301.098,um,Surface,Distance from Origin,1,7,
295.275,um,Surface,Distance from Origin,1,8,
302.973,um,Surface,Distance from Origin,1,9,
315.121,um,Surface,Distance from Origin,1,10,
325.829,um,Surface,Distance from Origin,1,11,
223.68,um,Surface,Distance from Origin,1,12,
247.947,um,Surface,Distance from Origin,1,13,
142.365,um,Surface,Distance from Origin,1,14,
135.94,um,Surface,Distance from Origin,1,15,
