
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.05674e+07,,Surface,7,Image 1,1,0,
0,,Surface,7,Image 1,1,1,
1.47449e+07,,Surface,7,Image 1,1,2,
513051,,Surface,7,Image 1,1,3,
50336,,Surface,7,Image 1,1,4,
1.01362e+07,,Surface,7,Image 1,1,5,
6.91654e+06,,Surface,7,Image 1,1,6,
1.54462e+06,,Surface,7,Image 1,1,7,
0,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
9.72071e+06,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
0,,Surface,7,Image 1,1,12,
8.20644e+07,,Surface,7,Image 1,1,13,
3.98779e+08,,Surface,7,Image 1,1,14,
8432,,Surface,7,Image 1,1,15,
