
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
206.273,,Surface,6,Image 1,1,0,
603.023,,Surface,6,Image 1,1,1,
560.789,,Surface,6,Image 1,1,2,
332.861,,Surface,6,Image 1,1,3,
639.416,,Surface,6,Image 1,1,4,
396.492,,Surface,6,Image 1,1,5,
455.382,,Surface,6,Image 1,1,6,
599.357,,Surface,6,Image 1,1,7,
119.096,,Surface,6,Image 1,1,8,
560.778,,Surface,6,Image 1,1,9,
321.34,,Surface,6,Image 1,1,10,
621.922,,Surface,6,Image 1,1,11,
459.371,,Surface,6,Image 1,1,12,
527.333,,Surface,6,Image 1,1,13,
720.771,,Surface,6,Image 1,1,14,
259.948,,Surface,6,Image 1,1,15,
