
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.67604e+09,,Surface,4,Image 1,1,0,
2.22061e+08,,Surface,4,Image 1,1,1,
9.67486e+09,,Surface,4,Image 1,1,2,
1.42659e+09,,Surface,4,Image 1,1,3,
2.74355e+08,,Surface,4,Image 1,1,4,
6.38668e+09,,Surface,4,Image 1,1,5,
7.74369e+08,,Surface,4,Image 1,1,6,
2.45588e+08,,Surface,4,Image 1,1,7,
3.13499e+08,,Surface,4,Image 1,1,8,
3.35687e+08,,Surface,4,Image 1,1,9,
1.3911e+10,,Surface,4,Image 1,1,10,
4.16513e+08,,Surface,4,Image 1,1,11,
5.30748e+08,,Surface,4,Image 1,1,12,
1.80329e+10,,Surface,4,Image 1,1,13,
1.81773e+10,,Surface,4,Image 1,1,14,
9.54935e+08,,Surface,4,Image 1,1,15,
