
Shortest Distance to Surfaces Surfaces=Surfaces 3
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,ID,
2.84861,,Surface,Surfaces 3,1,0,
1.94612,,Surface,Surfaces 3,1,1,
4.22135,,Surface,Surfaces 3,1,2,
0.525084,,Surface,Surfaces 3,1,3,
7.57376,,Surface,Surfaces 3,1,4,
0,,Surface,Surfaces 3,1,5,
1.33136,,Surface,Surfaces 3,1,6,
0,,Surface,Surfaces 3,1,7,
0.0830212,,Surface,Surfaces 3,1,8,
0,,Surface,Surfaces 3,1,9,
0.539819,,Surface,Surfaces 3,1,10,
0,,Surface,Surfaces 3,1,11,
0,,Surface,Surfaces 3,1,12,
