
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6130.11,,Surface,3,Image 1,1,0,
2692.99,,Surface,3,Image 1,1,1,
5357.6,,Surface,3,Image 1,1,2,
4499.77,,Surface,3,Image 1,1,3,
2831.19,,Surface,3,Image 1,1,4,
2234.01,,Surface,3,Image 1,1,5,
3107.39,,Surface,3,Image 1,1,6,
3786.65,,Surface,3,Image 1,1,7,
2804.9,,Surface,3,Image 1,1,8,
2346.25,,Surface,3,Image 1,1,9,
5865.04,,Surface,3,Image 1,1,10,
5083.97,,Surface,3,Image 1,1,11,
2293.76,,Surface,3,Image 1,1,12,
