
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
761.667,,Surface,6,Image 1,1,0,
245.607,,Surface,6,Image 1,1,1,
746.945,,Surface,6,Image 1,1,2,
502.47,,Surface,6,Image 1,1,3,
597.998,,Surface,6,Image 1,1,4,
474.965,,Surface,6,Image 1,1,5,
1023.67,,Surface,6,Image 1,1,6,
1045.11,,Surface,6,Image 1,1,7,
349.341,,Surface,6,Image 1,1,8,
526.217,,Surface,6,Image 1,1,9,
768.552,,Surface,6,Image 1,1,10,
509.39,,Surface,6,Image 1,1,11,
572.15,,Surface,6,Image 1,1,12,
