
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
12.0738,um,Surface,Image 1,1,0,
44.3944,um,Surface,Image 1,1,1,
17.0421,um,Surface,Image 1,1,2,
76.4166,um,Surface,Image 1,1,3,
84.5533,um,Surface,Image 1,1,4,
70.3779,um,Surface,Image 1,1,5,
144.399,um,Surface,Image 1,1,6,
115.63,um,Surface,Image 1,1,7,
75.1797,um,Surface,Image 1,1,8,
99.5873,um,Surface,Image 1,1,9,
55.4747,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
23.3673,um,Surface,Image 1,1,12,
