
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
793.924,,Surface,6,Image 1,1,0,
485.068,,Surface,6,Image 1,1,1,
740.044,,Surface,6,Image 1,1,2,
627.862,,Surface,6,Image 1,1,3,
710.792,,Surface,6,Image 1,1,4,
679.117,,Surface,6,Image 1,1,5,
536.437,,Surface,6,Image 1,1,6,
955.335,,Surface,6,Image 1,1,7,
561.15,,Surface,6,Image 1,1,8,
694.319,,Surface,6,Image 1,1,9,
572.123,,Surface,6,Image 1,1,10,
658.137,,Surface,6,Image 1,1,11,
600.208,,Surface,6,Image 1,1,12,
