
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
452.559,um,Surface,Distance from Origin,1,0,
404.277,um,Surface,Distance from Origin,1,1,
378.174,um,Surface,Distance from Origin,1,2,
337.554,um,Surface,Distance from Origin,1,3,
310.094,um,Surface,Distance from Origin,1,4,
299.219,um,Surface,Distance from Origin,1,5,
234.163,um,Surface,Distance from Origin,1,6,
246.124,um,Surface,Distance from Origin,1,7,
230.657,um,Surface,Distance from Origin,1,8,
209.053,um,Surface,Distance from Origin,1,9,
191.31,um,Surface,Distance from Origin,1,10,
210.9,um,Surface,Distance from Origin,1,11,
119.272,um,Surface,Distance from Origin,1,12,
