
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
10.9193,um,Surface,Image 1,1,0,
4.69394,um,Surface,Image 1,1,1,
34.2496,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
53.7195,um,Surface,Image 1,1,4,
74.0798,um,Surface,Image 1,1,5,
76.1035,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
72.3159,um,Surface,Image 1,1,8,
67.7392,um,Surface,Image 1,1,9,
119.554,um,Surface,Image 1,1,10,
3.18515,um,Surface,Image 1,1,11,
87.2877,um,Surface,Image 1,1,12,
0,um,Surface,Image 1,1,13,
119.564,um,Surface,Image 1,1,14,
76.116,um,Surface,Image 1,1,15,
29.0309,um,Surface,Image 1,1,16,
31.3884,um,Surface,Image 1,1,17,
46.2978,um,Surface,Image 1,1,18,
26.4307,um,Surface,Image 1,1,19,
0,um,Surface,Image 1,1,20,
