
Area
 ==================== 
Area,Unit,Category,Time,ID,
1200.12,um^2,Surface,1,0,
5214.25,um^2,Surface,1,1,
3524.7,um^2,Surface,1,2,
6048.76,um^2,Surface,1,3,
5125.76,um^2,Surface,1,4,
1730.85,um^2,Surface,1,5,
3679.84,um^2,Surface,1,6,
3083.11,um^2,Surface,1,7,
1283.58,um^2,Surface,1,8,
8765.08,um^2,Surface,1,9,
7328.5,um^2,Surface,1,10,
1402.63,um^2,Surface,1,11,
2339.88,um^2,Surface,1,12,
4534.36,um^2,Surface,1,13,
5100.44,um^2,Surface,1,14,
1112.59,um^2,Surface,1,15,
4939.16,um^2,Surface,1,16,
1414.08,um^2,Surface,1,17,
11574.8,um^2,Surface,1,18,
1261.84,um^2,Surface,1,19,
10002.9,um^2,Surface,1,20,
