
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.523754,,Surface,1,0,
0.507953,,Surface,1,1,
0.507302,,Surface,1,2,
0.379878,,Surface,1,3,
0.403375,,Surface,1,4,
0.415354,,Surface,1,5,
0.386715,,Surface,1,6,
0.342071,,Surface,1,7,
0.719257,,Surface,1,8,
0.390667,,Surface,1,9,
0.377599,,Surface,1,10,
0.685775,,Surface,1,11,
0.465859,,Surface,1,12,
0.474355,,Surface,1,13,
0.512903,,Surface,1,14,
0.49976,,Surface,1,15,
0.349657,,Surface,1,16,
0.487524,,Surface,1,17,
0.291145,,Surface,1,18,
0.630943,,Surface,1,19,
0.425533,,Surface,1,20,
