
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
840.235,,Surface,5,Image 1,1,0,
1294.54,,Surface,5,Image 1,1,1,
1269.41,,Surface,5,Image 1,1,2,
474.73,,Surface,5,Image 1,1,3,
1079.69,,Surface,5,Image 1,1,4,
1148.63,,Surface,5,Image 1,1,5,
595.281,,Surface,5,Image 1,1,6,
340.955,,Surface,5,Image 1,1,7,
2223.47,,Surface,5,Image 1,1,8,
449.543,,Surface,5,Image 1,1,9,
1306.68,,Surface,5,Image 1,1,10,
225.968,,Surface,5,Image 1,1,11,
485.381,,Surface,5,Image 1,1,12,
752.276,,Surface,5,Image 1,1,13,
578.463,,Surface,5,Image 1,1,14,
667.158,,Surface,5,Image 1,1,15,
1406.49,,Surface,5,Image 1,1,16,
964.216,,Surface,5,Image 1,1,17,
891.105,,Surface,5,Image 1,1,18,
1508.42,,Surface,5,Image 1,1,19,
611.441,,Surface,5,Image 1,1,20,
