
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1517,,Surface,4,Image 1,1,0,
1488,,Surface,4,Image 1,1,1,
1720,,Surface,4,Image 1,1,2,
1201,,Surface,4,Image 1,1,3,
1502,,Surface,4,Image 1,1,4,
1469,,Surface,4,Image 1,1,5,
1954,,Surface,4,Image 1,1,6,
1589,,Surface,4,Image 1,1,7,
1838,,Surface,4,Image 1,1,8,
1732,,Surface,4,Image 1,1,9,
1460,,Surface,4,Image 1,1,10,
1820,,Surface,4,Image 1,1,11,
1601,,Surface,4,Image 1,1,12,
1750,,Surface,4,Image 1,1,13,
1819,,Surface,4,Image 1,1,14,
2109,,Surface,4,Image 1,1,15,
1777,,Surface,4,Image 1,1,16,
1330,,Surface,4,Image 1,1,17,
1649,,Surface,4,Image 1,1,18,
1728,,Surface,4,Image 1,1,19,
1721,,Surface,4,Image 1,1,20,
