
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
418.651,um,Surface,Distance from Origin,1,0,
426.47,um,Surface,Distance from Origin,1,1,
386.351,um,Surface,Distance from Origin,1,2,
400.74,um,Surface,Distance from Origin,1,3,
370.06,um,Surface,Distance from Origin,1,4,
331.591,um,Surface,Distance from Origin,1,5,
323.574,um,Surface,Distance from Origin,1,6,
347.709,um,Surface,Distance from Origin,1,7,
292.52,um,Surface,Distance from Origin,1,8,
297.381,um,Surface,Distance from Origin,1,9,
271.44,um,Surface,Distance from Origin,1,10,
340.571,um,Surface,Distance from Origin,1,11,
240.415,um,Surface,Distance from Origin,1,12,
307.084,um,Surface,Distance from Origin,1,13,
226.169,um,Surface,Distance from Origin,1,14,
197.852,um,Surface,Distance from Origin,1,15,
209.976,um,Surface,Distance from Origin,1,16,
168.452,um,Surface,Distance from Origin,1,17,
143.722,um,Surface,Distance from Origin,1,18,
119.445,um,Surface,Distance from Origin,1,19,
79.2255,um,Surface,Distance from Origin,1,20,
