
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.259209,,Surface,1,0,
0.304729,,Surface,1,1,
0.200687,,Surface,1,2,
0.453424,,Surface,1,3,
0.214096,,Surface,1,4,
0.0672854,,Surface,1,5,
0.163779,,Surface,1,6,
0.124269,,Surface,1,7,
0.445732,,Surface,1,8,
0.155842,,Surface,1,9,
0.214516,,Surface,1,10,
0.202537,,Surface,1,11,
0.160992,,Surface,1,12,
0.374228,,Surface,1,13,
0.245123,,Surface,1,14,
0.316297,,Surface,1,15,
0.355491,,Surface,1,16,
0.181486,,Surface,1,17,
0.0950741,,Surface,1,18,
0.653233,,Surface,1,19,
0.348274,,Surface,1,20,
