
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1686,,Surface,4,Image 1,1,0,
1979,,Surface,4,Image 1,1,1,
1411,,Surface,4,Image 1,1,2,
1510,,Surface,4,Image 1,1,3,
1828,,Surface,4,Image 1,1,4,
1438,,Surface,4,Image 1,1,5,
1719,,Surface,4,Image 1,1,6,
1150,,Surface,4,Image 1,1,7,
1607,,Surface,4,Image 1,1,8,
1716,,Surface,4,Image 1,1,9,
2039,,Surface,4,Image 1,1,10,
1604,,Surface,4,Image 1,1,11,
1479,,Surface,4,Image 1,1,12,
1121,,Surface,4,Image 1,1,13,
1591,,Surface,4,Image 1,1,14,
1676,,Surface,4,Image 1,1,15,
1153,,Surface,4,Image 1,1,16,
1439,,Surface,4,Image 1,1,17,
906,,Surface,4,Image 1,1,18,
988,,Surface,4,Image 1,1,19,
1021,,Surface,4,Image 1,1,20,
1926,,Surface,4,Image 1,1,21,
1149,,Surface,4,Image 1,1,22,
1283,,Surface,4,Image 1,1,23,
1799,,Surface,4,Image 1,1,24,
1503,,Surface,4,Image 1,1,25,
