
Intensity Mean Ch=9 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
4.50272,,Surface,9,Image 1,1,0,
48.002,,Surface,9,Image 1,1,1,
272.368,,Surface,9,Image 1,1,2,
427.51,,Surface,9,Image 1,1,3,
8.72537,,Surface,9,Image 1,1,4,
0,,Surface,9,Image 1,1,5,
1.18199,,Surface,9,Image 1,1,6,
12.9899,,Surface,9,Image 1,1,7,
10.6923,,Surface,9,Image 1,1,8,
131.162,,Surface,9,Image 1,1,9,
255.745,,Surface,9,Image 1,1,10,
0,,Surface,9,Image 1,1,11,
113.217,,Surface,9,Image 1,1,12,
106.987,,Surface,9,Image 1,1,13,
86.8436,,Surface,9,Image 1,1,14,
54.5107,,Surface,9,Image 1,1,15,
542.519,,Surface,9,Image 1,1,16,
0,,Surface,9,Image 1,1,17,
0,,Surface,9,Image 1,1,18,
0.582436,,Surface,9,Image 1,1,19,
31.2516,,Surface,9,Image 1,1,20,
400.588,,Surface,9,Image 1,1,21,
222.03,,Surface,9,Image 1,1,22,
70.6954,,Surface,9,Image 1,1,23,
5.86319,,Surface,9,Image 1,1,24,
48.8281,,Surface,9,Image 1,1,25,
