
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.215155,,Surface,1,0,
0.256844,,Surface,1,1,
0.0847598,,Surface,1,2,
0.17936,,Surface,1,3,
0.370812,,Surface,1,4,
0.243198,,Surface,1,5,
0.0932477,,Surface,1,6,
0.0872613,,Surface,1,7,
0.109515,,Surface,1,8,
0.146254,,Surface,1,9,
0.056084,,Surface,1,10,
0.218632,,Surface,1,11,
0.0467948,,Surface,1,12,
0.0694054,,Surface,1,13,
0.335673,,Surface,1,14,
0.134541,,Surface,1,15,
0.165179,,Surface,1,16,
0.0477792,,Surface,1,17,
0.53437,,Surface,1,18,
0.257486,,Surface,1,19,
0.0900634,,Surface,1,20,
0.0157916,,Surface,1,21,
0.148267,,Surface,1,22,
0.0556829,,Surface,1,23,
0.292375,,Surface,1,24,
0.0985653,,Surface,1,25,
