
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
481.252,um,Surface,Distance from Origin,1,0,
453.192,um,Surface,Distance from Origin,1,1,
432.219,um,Surface,Distance from Origin,1,2,
410.903,um,Surface,Distance from Origin,1,3,
405.842,um,Surface,Distance from Origin,1,4,
380.24,um,Surface,Distance from Origin,1,5,
356.53,um,Surface,Distance from Origin,1,6,
358.001,um,Surface,Distance from Origin,1,7,
319.034,um,Surface,Distance from Origin,1,8,
335.585,um,Surface,Distance from Origin,1,9,
338.261,um,Surface,Distance from Origin,1,10,
348.617,um,Surface,Distance from Origin,1,11,
322.606,um,Surface,Distance from Origin,1,12,
291.315,um,Surface,Distance from Origin,1,13,
252.046,um,Surface,Distance from Origin,1,14,
299.649,um,Surface,Distance from Origin,1,15,
251.744,um,Surface,Distance from Origin,1,16,
223.15,um,Surface,Distance from Origin,1,17,
213.367,um,Surface,Distance from Origin,1,18,
187.662,um,Surface,Distance from Origin,1,19,
272.346,um,Surface,Distance from Origin,1,20,
182.568,um,Surface,Distance from Origin,1,21,
203.736,um,Surface,Distance from Origin,1,22,
156.086,um,Surface,Distance from Origin,1,23,
116.448,um,Surface,Distance from Origin,1,24,
50.1017,um,Surface,Distance from Origin,1,25,
