
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.469156,,Surface,1,0,
0.390858,,Surface,1,1,
0.380848,,Surface,1,2,
0.510148,,Surface,1,3,
0.654802,,Surface,1,4,
0.520077,,Surface,1,5,
0.523934,,Surface,1,6,
0.336761,,Surface,1,7,
0.445167,,Surface,1,8,
0.419769,,Surface,1,9,
0.470451,,Surface,1,10,
0.495096,,Surface,1,11,
0.290605,,Surface,1,12,
0.375293,,Surface,1,13,
0.424975,,Surface,1,14,
0.470418,,Surface,1,15,
0.253854,,Surface,1,16,
0.303452,,Surface,1,17,
0.408185,,Surface,1,18,
0.496761,,Surface,1,19,
0.36529,,Surface,1,20,
0.34702,,Surface,1,21,
0.559364,,Surface,1,22,
0.364861,,Surface,1,23,
0.591836,,Surface,1,24,
0.373759,,Surface,1,25,
