
Area
 ==================== 
Area,Unit,Category,Time,ID,
9404.49,um^2,Surface,1,0,
4922.25,um^2,Surface,1,1,
1255.16,um^2,Surface,1,2,
14698.1,um^2,Surface,1,3,
2267.93,um^2,Surface,1,4,
13143.2,um^2,Surface,1,5,
5326,um^2,Surface,1,6,
4713.85,um^2,Surface,1,7,
2516.14,um^2,Surface,1,8,
4579.81,um^2,Surface,1,9,
2270.76,um^2,Surface,1,10,
1740.34,um^2,Surface,1,11,
1219.94,um^2,Surface,1,12,
6204.22,um^2,Surface,1,13,
6342.07,um^2,Surface,1,14,
10610.6,um^2,Surface,1,15,
2602.88,um^2,Surface,1,16,
6350.05,um^2,Surface,1,17,
4096.28,um^2,Surface,1,18,
2824.32,um^2,Surface,1,19,
6487.1,um^2,Surface,1,20,
