
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
426.442,,Surface,7,Image 1,1,0,
351.565,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
1154.4,,Surface,7,Image 1,1,3,
441.413,,Surface,7,Image 1,1,4,
782.333,,Surface,7,Image 1,1,5,
205.244,,Surface,7,Image 1,1,6,
377.1,,Surface,7,Image 1,1,7,
381.115,,Surface,7,Image 1,1,8,
81.1077,,Surface,7,Image 1,1,9,
619.577,,Surface,7,Image 1,1,10,
99.9285,,Surface,7,Image 1,1,11,
1197.46,,Surface,7,Image 1,1,12,
181.622,,Surface,7,Image 1,1,13,
62.0223,,Surface,7,Image 1,1,14,
304.351,,Surface,7,Image 1,1,15,
900.892,,Surface,7,Image 1,1,16,
189.755,,Surface,7,Image 1,1,17,
967.505,,Surface,7,Image 1,1,18,
754.352,,Surface,7,Image 1,1,19,
1990.88,,Surface,7,Image 1,1,20,
