
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
337.996,305.269,45.0888,um,Surface,Position,1,0,
222.396,342.456,43.3751,um,Surface,Position,1,1,
166.343,329.869,44.6898,um,Surface,Position,1,2,
285.303,240.998,44.1756,um,Surface,Position,1,3,
130.924,314.139,46.8266,um,Surface,Position,1,4,
323.714,179.54,41.4336,um,Surface,Position,1,5,
345.405,93.5277,41.4461,um,Surface,Position,1,6,
302.304,126.56,42.9869,um,Surface,Position,1,7,
202.194,217.262,39.6947,um,Surface,Position,1,8,
154.74,254.847,46.0652,um,Surface,Position,1,9,
62.2159,309.891,51.2082,um,Surface,Position,1,10,
202.555,164.388,44.8048,um,Surface,Position,1,11,
224.765,118.045,38.5183,um,Surface,Position,1,12,
90.2946,263.888,44.9826,um,Surface,Position,1,13,
200.47,72.6839,46.8526,um,Surface,Position,1,14,
186.094,125.506,46.0636,um,Surface,Position,1,15,
65.9655,189.92,40.4413,um,Surface,Position,1,16,
58.2028,117.584,45.9857,um,Surface,Position,1,17,
152.875,15.7802,40.9642,um,Surface,Position,1,18,
78.5597,53.3238,46.3129,um,Surface,Position,1,19,
25.342,72.3657,40.8003,um,Surface,Position,1,20,
