
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
15.8768,,Surface,7,Image 1,1,0,
20.5557,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
77.8779,,Surface,7,Image 1,1,3,
32.5324,,Surface,7,Image 1,1,4,
51.535,,Surface,7,Image 1,1,5,
6.37407,,Surface,7,Image 1,1,6,
13.7662,,Surface,7,Image 1,1,7,
23.2418,,Surface,7,Image 1,1,8,
1.14448,,Surface,7,Image 1,1,9,
35.698,,Surface,7,Image 1,1,10,
1.69696,,Surface,7,Image 1,1,11,
217.023,,Surface,7,Image 1,1,12,
4.87848,,Surface,7,Image 1,1,13,
0.755141,,Surface,7,Image 1,1,14,
13.3038,,Surface,7,Image 1,1,15,
103.794,,Surface,7,Image 1,1,16,
3.27626,,Surface,7,Image 1,1,17,
154.021,,Surface,7,Image 1,1,18,
78.4624,,Surface,7,Image 1,1,19,
285.879,,Surface,7,Image 1,1,20,
