
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
688.954,,Surface,6,Image 1,1,0,
764.218,,Surface,6,Image 1,1,1,
637.58,,Surface,6,Image 1,1,2,
850.217,,Surface,6,Image 1,1,3,
770.862,,Surface,6,Image 1,1,4,
816.784,,Surface,6,Image 1,1,5,
708.571,,Surface,6,Image 1,1,6,
692.437,,Surface,6,Image 1,1,7,
826.593,,Surface,6,Image 1,1,8,
716.518,,Surface,6,Image 1,1,9,
678.316,,Surface,6,Image 1,1,10,
678.364,,Surface,6,Image 1,1,11,
1076.56,,Surface,6,Image 1,1,12,
772.738,,Surface,6,Image 1,1,13,
610.796,,Surface,6,Image 1,1,14,
712.415,,Surface,6,Image 1,1,15,
1128.31,,Surface,6,Image 1,1,16,
651.042,,Surface,6,Image 1,1,17,
942.2,,Surface,6,Image 1,1,18,
698.423,,Surface,6,Image 1,1,19,
1395.57,,Surface,6,Image 1,1,20,
