
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1891.92,,Surface,5,Image 1,1,0,
1943.87,,Surface,5,Image 1,1,1,
695.144,,Surface,5,Image 1,1,2,
3465.71,,Surface,5,Image 1,1,3,
2100.64,,Surface,5,Image 1,1,4,
2919.28,,Surface,5,Image 1,1,5,
1543.24,,Surface,5,Image 1,1,6,
2493.5,,Surface,5,Image 1,1,7,
1248.64,,Surface,5,Image 1,1,8,
1952.23,,Surface,5,Image 1,1,9,
1184.54,,Surface,5,Image 1,1,10,
1018.23,,Surface,5,Image 1,1,11,
1677.25,,Surface,5,Image 1,1,12,
2459.35,,Surface,5,Image 1,1,13,
1886.07,,Surface,5,Image 1,1,14,
1763.85,,Surface,5,Image 1,1,15,
2149.87,,Surface,5,Image 1,1,16,
2913.88,,Surface,5,Image 1,1,17,
1307.07,,Surface,5,Image 1,1,18,
2682.2,,Surface,5,Image 1,1,19,
1612.84,,Surface,5,Image 1,1,20,
