
Intensity Max Ch=8 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
27882,,Surface,8,Image 1,1,0,
20891,,Surface,8,Image 1,1,1,
6400,,Surface,8,Image 1,1,2,
60668,,Surface,8,Image 1,1,3,
27581,,Surface,8,Image 1,1,4,
38234,,Surface,8,Image 1,1,5,
8578,,Surface,8,Image 1,1,6,
15298,,Surface,8,Image 1,1,7,
11692,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
26224,,Surface,8,Image 1,1,10,
8730,,Surface,8,Image 1,1,11,
15064,,Surface,8,Image 1,1,12,
19238,,Surface,8,Image 1,1,13,
10030,,Surface,8,Image 1,1,14,
22327,,Surface,8,Image 1,1,15,
20112,,Surface,8,Image 1,1,16,
12685,,Surface,8,Image 1,1,17,
14255,,Surface,8,Image 1,1,18,
16718,,Surface,8,Image 1,1,19,
54012,,Surface,8,Image 1,1,20,
