
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
457.672,um,Surface,Distance from Origin,1,0,
410.631,um,Surface,Distance from Origin,1,1,
372.13,um,Surface,Distance from Origin,1,2,
376.071,um,Surface,Distance from Origin,1,3,
343.536,um,Surface,Distance from Origin,1,4,
372.481,um,Surface,Distance from Origin,1,5,
360.235,um,Surface,Distance from Origin,1,6,
330.534,um,Surface,Distance from Origin,1,7,
299.435,um,Surface,Distance from Origin,1,8,
301.685,um,Surface,Distance from Origin,1,9,
320.196,um,Surface,Distance from Origin,1,10,
264.688,um,Surface,Distance from Origin,1,11,
256.783,um,Surface,Distance from Origin,1,12,
282.513,um,Surface,Distance from Origin,1,13,
218.326,um,Surface,Distance from Origin,1,14,
229.139,um,Surface,Distance from Origin,1,15,
205.077,um,Surface,Distance from Origin,1,16,
139.026,um,Surface,Distance from Origin,1,17,
159.053,um,Surface,Distance from Origin,1,18,
105.641,um,Surface,Distance from Origin,1,19,
86.8544,um,Surface,Distance from Origin,1,20,
