
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.53353e+09,,Surface,5,Image 1,1,0,
5.08113e+08,,Surface,5,Image 1,1,1,
4.30384e+07,,Surface,5,Image 1,1,2,
3.5173e+09,,Surface,5,Image 1,1,3,
2.0238e+08,,Surface,5,Image 1,1,4,
2.67906e+09,,Surface,5,Image 1,1,5,
4.3066e+08,,Surface,5,Image 1,1,6,
7.14226e+08,,Surface,5,Image 1,1,7,
8.45739e+07,,Surface,5,Image 1,1,8,
4.48592e+08,,Surface,5,Image 1,1,9,
1.369e+08,,Surface,5,Image 1,1,10,
7.67107e+07,,Surface,5,Image 1,1,11,
7.35104e+07,,Surface,5,Image 1,1,12,
9.8172e+08,,Surface,5,Image 1,1,13,
5.60994e+08,,Surface,5,Image 1,1,14,
1.06886e+09,,Surface,5,Image 1,1,15,
1.68066e+08,,Surface,5,Image 1,1,16,
1.23854e+09,,Surface,5,Image 1,1,17,
3.3471e+08,,Surface,5,Image 1,1,18,
3.35253e+08,,Surface,5,Image 1,1,19,
4.66508e+08,,Surface,5,Image 1,1,20,
