
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
7,,Surface,2,Image 1,1,0,
17,,Surface,2,Image 1,1,1,
36,,Surface,2,Image 1,1,2,
0,,Surface,2,Image 1,1,3,
33,,Surface,2,Image 1,1,4,
8,,Surface,2,Image 1,1,5,
30,,Surface,2,Image 1,1,6,
9,,Surface,2,Image 1,1,7,
56,,Surface,2,Image 1,1,8,
23,,Surface,2,Image 1,1,9,
23,,Surface,2,Image 1,1,10,
27,,Surface,2,Image 1,1,11,
51,,Surface,2,Image 1,1,12,
23,,Surface,2,Image 1,1,13,
2,,Surface,2,Image 1,1,14,
1,,Surface,2,Image 1,1,15,
1,,Surface,2,Image 1,1,16,
0,,Surface,2,Image 1,1,17,
2,,Surface,2,Image 1,1,18,
9,,Surface,2,Image 1,1,19,
14,,Surface,2,Image 1,1,20,
