
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
578.587,,Surface,6,Image 1,1,0,
727.165,,Surface,6,Image 1,1,1,
414.283,,Surface,6,Image 1,1,2,
943.136,,Surface,6,Image 1,1,3,
728.517,,Surface,6,Image 1,1,4,
789.49,,Surface,6,Image 1,1,5,
593.395,,Surface,6,Image 1,1,6,
815.876,,Surface,6,Image 1,1,7,
688.157,,Surface,6,Image 1,1,8,
659.616,,Surface,6,Image 1,1,9,
560.041,,Surface,6,Image 1,1,10,
477.937,,Surface,6,Image 1,1,11,
1314.6,,Surface,6,Image 1,1,12,
728.435,,Surface,6,Image 1,1,13,
580.511,,Surface,6,Image 1,1,14,
603.536,,Surface,6,Image 1,1,15,
1059.69,,Surface,6,Image 1,1,16,
865.197,,Surface,6,Image 1,1,17,
704.333,,Surface,6,Image 1,1,18,
777.338,,Surface,6,Image 1,1,19,
839.843,,Surface,6,Image 1,1,20,
