
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3567.24,,Surface,5,Image 1,1,0,
3338.27,,Surface,5,Image 1,1,1,
1167.05,,Surface,5,Image 1,1,2,
5036.06,,Surface,5,Image 1,1,3,
3045.81,,Surface,5,Image 1,1,4,
4749.02,,Surface,5,Image 1,1,5,
2867.52,,Surface,5,Image 1,1,6,
3727.43,,Surface,5,Image 1,1,7,
2196.01,,Surface,5,Image 1,1,8,
3187.59,,Surface,5,Image 1,1,9,
2105.16,,Surface,5,Image 1,1,10,
1630.52,,Surface,5,Image 1,1,11,
1345.37,,Surface,5,Image 1,1,12,
4296.45,,Surface,5,Image 1,1,13,
2906.76,,Surface,5,Image 1,1,14,
2969.7,,Surface,5,Image 1,1,15,
3081.23,,Surface,5,Image 1,1,16,
4094.25,,Surface,5,Image 1,1,17,
2046.1,,Surface,5,Image 1,1,18,
3628.14,,Surface,5,Image 1,1,19,
2237.66,,Surface,5,Image 1,1,20,
