
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
252.292,340.017,35.6587,um,Surface,Position,1,0,
176.09,316.639,37.7869,um,Surface,Position,1,1,
202.933,248.695,31.6801,um,Surface,Position,1,2,
116.014,280.41,36.1341,um,Surface,Position,1,3,
224.551,151.609,32.1065,um,Surface,Position,1,4,
315.06,24.0973,32.2319,um,Surface,Position,1,5,
33.2034,285.879,29.9569,um,Surface,Position,1,6,
7.31403,307.597,31.2884,um,Surface,Position,1,7,
74.7623,225.062,30.7964,um,Surface,Position,1,8,
130.349,186.831,32.326,um,Surface,Position,1,9,
28.6752,238.495,33.1314,um,Surface,Position,1,10,
194.328,32.1476,26.9622,um,Surface,Position,1,11,
155.635,48.396,26.0393,um,Surface,Position,1,12,
49.8092,164.932,28.4864,um,Surface,Position,1,13,
170.679,16.896,31.2009,um,Surface,Position,1,14,
15.7193,166.715,27.4268,um,Surface,Position,1,15,
34.0271,98.1722,32.1912,um,Surface,Position,1,16,
83.6539,48.6206,27.5957,um,Surface,Position,1,17,
