
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.619742,,Surface,1,0,
0.628454,,Surface,1,1,
0.47766,,Surface,1,2,
0.330574,,Surface,1,3,
0.683764,,Surface,1,4,
0.45033,,Surface,1,5,
0.619696,,Surface,1,6,
0.692457,,Surface,1,7,
0.592628,,Surface,1,8,
0.609412,,Surface,1,9,
0.719655,,Surface,1,10,
0.660382,,Surface,1,11,
0.789425,,Surface,1,12,
0.574993,,Surface,1,13,
0.744418,,Surface,1,14,
0.257173,,Surface,1,15,
0.647643,,Surface,1,16,
0.7454,,Surface,1,17,
