
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
5036.55,,Surface,1,Image 1,1,0,
5536.31,,Surface,1,Image 1,1,1,
5610.21,,Surface,1,Image 1,1,2,
4316.58,,Surface,1,Image 1,1,3,
5413.4,,Surface,1,Image 1,1,4,
1928.83,,Surface,1,Image 1,1,5,
3223.68,,Surface,1,Image 1,1,6,
4849.04,,Surface,1,Image 1,1,7,
6770.97,,Surface,1,Image 1,1,8,
5139.36,,Surface,1,Image 1,1,9,
4315.59,,Surface,1,Image 1,1,10,
8209.62,,Surface,1,Image 1,1,11,
5364.09,,Surface,1,Image 1,1,12,
4121.5,,Surface,1,Image 1,1,13,
4212.99,,Surface,1,Image 1,1,14,
6347.38,,Surface,1,Image 1,1,15,
3574.14,,Surface,1,Image 1,1,16,
7023.67,,Surface,1,Image 1,1,17,
