
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.200837,,Surface,1,0,
0.243921,,Surface,1,1,
0.112136,,Surface,1,2,
0.50925,,Surface,1,3,
0.199497,,Surface,1,4,
0.415135,,Surface,1,5,
0.247062,,Surface,1,6,
0.183957,,Surface,1,7,
0.273642,,Surface,1,8,
0.244251,,Surface,1,9,
0.123773,,Surface,1,10,
0.203383,,Surface,1,11,
0.123435,,Surface,1,12,
0.236761,,Surface,1,13,
0.153181,,Surface,1,14,
0.421981,,Surface,1,15,
0.2308,,Surface,1,16,
0.130076,,Surface,1,17,
