
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
7332.22,,Surface,1,Image 1,1,0,
7633.92,,Surface,1,Image 1,1,1,
6958.68,,Surface,1,Image 1,1,2,
4839.47,,Surface,1,Image 1,1,3,
7741.86,,Surface,1,Image 1,1,4,
1233.25,,Surface,1,Image 1,1,5,
3560.17,,Surface,1,Image 1,1,6,
6508.53,,Surface,1,Image 1,1,7,
5844.03,,Surface,1,Image 1,1,8,
7191,,Surface,1,Image 1,1,9,
5651.89,,Surface,1,Image 1,1,10,
7753.26,,Surface,1,Image 1,1,11,
6701.77,,Surface,1,Image 1,1,12,
5075.28,,Surface,1,Image 1,1,13,
5875.69,,Surface,1,Image 1,1,14,
8058.36,,Surface,1,Image 1,1,15,
4703.32,,Surface,1,Image 1,1,16,
7805.55,,Surface,1,Image 1,1,17,
