
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2674.97,,Surface,5,Image 1,1,0,
3710.38,,Surface,5,Image 1,1,1,
2806.42,,Surface,5,Image 1,1,2,
815.735,,Surface,5,Image 1,1,3,
2246.37,,Surface,5,Image 1,1,4,
347.945,,Surface,5,Image 1,1,5,
1192.1,,Surface,5,Image 1,1,6,
1917.87,,Surface,5,Image 1,1,7,
3950.54,,Surface,5,Image 1,1,8,
2573.01,,Surface,5,Image 1,1,9,
2237.28,,Surface,5,Image 1,1,10,
5917.29,,Surface,5,Image 1,1,11,
2865.59,,Surface,5,Image 1,1,12,
2124.97,,Surface,5,Image 1,1,13,
1466.55,,Surface,5,Image 1,1,14,
5572.2,,Surface,5,Image 1,1,15,
1984.23,,Surface,5,Image 1,1,16,
3539.5,,Surface,5,Image 1,1,17,
