
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1533.89,,Surface,6,Image 1,1,0,
1352.78,,Surface,6,Image 1,1,1,
1694.22,,Surface,6,Image 1,1,2,
807.439,,Surface,6,Image 1,1,3,
1265.3,,Surface,6,Image 1,1,4,
1170.66,,Surface,6,Image 1,1,5,
1291.59,,Surface,6,Image 1,1,6,
1263.65,,Surface,6,Image 1,1,7,
1354.89,,Surface,6,Image 1,1,8,
1421.29,,Surface,6,Image 1,1,9,
4645.36,,Surface,6,Image 1,1,10,
1351.55,,Surface,6,Image 1,1,11,
1432.91,,Surface,6,Image 1,1,12,
1529.22,,Surface,6,Image 1,1,13,
2483.29,,Surface,6,Image 1,1,14,
2055.34,,Surface,6,Image 1,1,15,
894.684,,Surface,6,Image 1,1,16,
1210.5,,Surface,6,Image 1,1,17,
