
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
7.41694e+07,,Surface,2,Image 1,1,0,
3.71319e+08,,Surface,2,Image 1,1,1,
4.87178e+09,,Surface,2,Image 1,1,2,
1.27241e+08,,Surface,2,Image 1,1,3,
7.13584e+07,,Surface,2,Image 1,1,4,
1.84126e+08,,Surface,2,Image 1,1,5,
5.14959e+08,,Surface,2,Image 1,1,6,
2.39552e+08,,Surface,2,Image 1,1,7,
4.60202e+07,,Surface,2,Image 1,1,8,
2.95772e+09,,Surface,2,Image 1,1,9,
6.56005e+07,,Surface,2,Image 1,1,10,
1.94643e+09,,Surface,2,Image 1,1,11,
5.1779e+07,,Surface,2,Image 1,1,12,
3.45575e+07,,Surface,2,Image 1,1,13,
4.76256e+08,,Surface,2,Image 1,1,14,
