
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
23,,Surface,2,Image 1,1,0,
17,,Surface,2,Image 1,1,1,
1,,Surface,2,Image 1,1,2,
17,,Surface,2,Image 1,1,3,
14,,Surface,2,Image 1,1,4,
22,,Surface,2,Image 1,1,5,
29,,Surface,2,Image 1,1,6,
24,,Surface,2,Image 1,1,7,
12,,Surface,2,Image 1,1,8,
17,,Surface,2,Image 1,1,9,
8,,Surface,2,Image 1,1,10,
15,,Surface,2,Image 1,1,11,
4,,Surface,2,Image 1,1,12,
17,,Surface,2,Image 1,1,13,
7,,Surface,2,Image 1,1,14,
