
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.96823e+08,,Surface,4,Image 1,1,0,
2.11388e+09,,Surface,4,Image 1,1,1,
2.09193e+10,,Surface,4,Image 1,1,2,
7.08746e+08,,Surface,4,Image 1,1,3,
7.0607e+08,,Surface,4,Image 1,1,4,
9.48853e+08,,Surface,4,Image 1,1,5,
3.16941e+09,,Surface,4,Image 1,1,6,
1.06364e+09,,Surface,4,Image 1,1,7,
5.14087e+08,,Surface,4,Image 1,1,8,
2.13985e+10,,Surface,4,Image 1,1,9,
8.24353e+08,,Surface,4,Image 1,1,10,
6.12885e+09,,Surface,4,Image 1,1,11,
5.80703e+08,,Surface,4,Image 1,1,12,
2.03588e+08,,Surface,4,Image 1,1,13,
3.86342e+09,,Surface,4,Image 1,1,14,
