
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1792.93,,Surface,2,Image 1,1,0,
891.738,,Surface,2,Image 1,1,1,
2328.43,,Surface,2,Image 1,1,2,
797.116,,Surface,2,Image 1,1,3,
765.577,,Surface,2,Image 1,1,4,
1018.08,,Surface,2,Image 1,1,5,
802.204,,Surface,2,Image 1,1,6,
4446.85,,Surface,2,Image 1,1,7,
2308.61,,Surface,2,Image 1,1,8,
1378.64,,Surface,2,Image 1,1,9,
1094.84,,Surface,2,Image 1,1,10,
3893.63,,Surface,2,Image 1,1,11,
1505.24,,Surface,2,Image 1,1,12,
1252.12,,Surface,2,Image 1,1,13,
959.656,,Surface,2,Image 1,1,14,
841.561,,Surface,2,Image 1,1,15,
2587.03,,Surface,2,Image 1,1,16,
687.79,,Surface,2,Image 1,1,17,
781.057,,Surface,2,Image 1,1,18,
2763.88,,Surface,2,Image 1,1,19,
2047.2,,Surface,2,Image 1,1,20,
3082.55,,Surface,2,Image 1,1,21,
923.755,,Surface,2,Image 1,1,22,
1086.39,,Surface,2,Image 1,1,23,
656.482,,Surface,2,Image 1,1,24,
