
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
429.332,um,Surface,Distance from Origin,1,0,
375.342,um,Surface,Distance from Origin,1,1,
375.103,um,Surface,Distance from Origin,1,2,
373.126,um,Surface,Distance from Origin,1,3,
344.677,um,Surface,Distance from Origin,1,4,
351.182,um,Surface,Distance from Origin,1,5,
319.957,um,Surface,Distance from Origin,1,6,
296.338,um,Surface,Distance from Origin,1,7,
333.6,um,Surface,Distance from Origin,1,8,
327.641,um,Surface,Distance from Origin,1,9,
324.354,um,Surface,Distance from Origin,1,10,
272.182,um,Surface,Distance from Origin,1,11,
290.458,um,Surface,Distance from Origin,1,12,
270.062,um,Surface,Distance from Origin,1,13,
213.187,um,Surface,Distance from Origin,1,14,
232.812,um,Surface,Distance from Origin,1,15,
256.485,um,Surface,Distance from Origin,1,16,
217.465,um,Surface,Distance from Origin,1,17,
158.112,um,Surface,Distance from Origin,1,18,
217.851,um,Surface,Distance from Origin,1,19,
123.352,um,Surface,Distance from Origin,1,20,
167.934,um,Surface,Distance from Origin,1,21,
102.712,um,Surface,Distance from Origin,1,22,
133.539,um,Surface,Distance from Origin,1,23,
96.6025,um,Surface,Distance from Origin,1,24,
