
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1381.34,,Surface,6,Image 1,1,0,
533.836,,Surface,6,Image 1,1,1,
584.266,,Surface,6,Image 1,1,2,
481.344,,Surface,6,Image 1,1,3,
381.375,,Surface,6,Image 1,1,4,
516.618,,Surface,6,Image 1,1,5,
557.171,,Surface,6,Image 1,1,6,
2419.19,,Surface,6,Image 1,1,7,
742.558,,Surface,6,Image 1,1,8,
341.428,,Surface,6,Image 1,1,9,
826.286,,Surface,6,Image 1,1,10,
375.587,,Surface,6,Image 1,1,11,
153.005,,Surface,6,Image 1,1,12,
156.625,,Surface,6,Image 1,1,13,
417.113,,Surface,6,Image 1,1,14,
299.988,,Surface,6,Image 1,1,15,
1428.64,,Surface,6,Image 1,1,16,
0,,Surface,6,Image 1,1,17,
654.836,,Surface,6,Image 1,1,18,
1095.34,,Surface,6,Image 1,1,19,
689.36,,Surface,6,Image 1,1,20,
1283.65,,Surface,6,Image 1,1,21,
447.71,,Surface,6,Image 1,1,22,
0,,Surface,6,Image 1,1,23,
650.58,,Surface,6,Image 1,1,24,
